Number,Crime,Address,Time,url
12-020129,Vehicle Burglary,2300 block of American River Dr,1145,pages/view.aspx?publish_date=20120123
12-020139,Burglary,8300 block of Belvedere Ave,1158,pages/view.aspx?publish_date=20120123
12-020224,Disturbance,Bannon St / N B St,1430,pages/view.aspx?publish_date=20120123
12-020362,Subject Stop,22nd Ave / Martin Luther King Jr Blvd,1757,pages/view.aspx?publish_date=20120123
12-020522,Dead Body,3300 block of 1st Ave,2150,pages/view.aspx?publish_date=20120123
12-020639,Burglary,6600 block of Stockton Blvd,106,pages/view.aspx?publish_date=20120123
12-020040,Hit and Run,3600 block of W Curtis Dr,917,pages/view.aspx?publish_date=20120123
12-020280,Burglary,2500 block of Riverside Blvd,1549,pages/view.aspx?publish_date=20120123
12-020360,Subject Stop,2300 block of Florin Rd,1755,pages/view.aspx?publish_date=20120123
12-020537,Attempted Robbery,Tyndall Ct/Idaho Dr,2213,pages/view.aspx?publish_date=20120123
12-020584,Domestic Dispute,Brenham Ct/Euler Way,2311,pages/view.aspx?publish_date=20120123
12-020651,Burglary,7900 block of Center Pkwy,138,pages/view.aspx?publish_date=20120123
12-020886,Burglary,2100 block North Ave,1046,pages/view.aspx?publish_date=20120124
12-021009,Suspicious Subject,North Ave / Cypress St,1341,pages/view.aspx?publish_date=20120124
12-020995,Outside Agency Assist,25th Ave/Concord St,1325,pages/view.aspx?publish_date=20120124
12-020939,Stolen Vehicle,1900 block of 21st St,1217,pages/view.aspx?publish_date=20120124
12-020909,Burglary,7500 block of Rock Creek Way,1119,pages/view.aspx?publish_date=20120124
12-020934,Sexual Assault,7900 block of La Riviera Dr,1212,pages/view.aspx?publish_date=20120124
12-021304,Missing Person,5300 block of 47th Ave,1946,pages/view.aspx?publish_date=20120124
12-021412,Burglary,5700 block of Wallace Ave,2240,pages/view.aspx?publish_date=20120124
12-021492,Burglary,6100 blodk of Elder Creek Rd,44,pages/view.aspx?publish_date=20120124
12-021375,Missing Person,Downtown Area,2141,pages/view.aspx?publish_date=20120124
12-020939,Stolen Vehicle,1900 block of 21st St,1217,pages/view.aspx?publish_date=20120124
12-021492,Burglary,6100 block of Elder Creek Rd,44,pages/view.aspx?publish_date=20120124
12-020938,Robbery,Arroyo Vista Dr/Abbeywood Cir,1216,pages/view.aspx?publish_date=20120124
12-021168,Robbery,7400 block of Cosgrove Way,1714,pages/view.aspx?publish_date=20120124
12-021402,Domestic Dispute,2500 block of 33rd Ave,2218,pages/view.aspx?publish_date=20120124
12-021378,Stolen Vehicle,29th St/Meadowview Rd,2147,pages/view.aspx?publish_date=20120124
12-021527,Auto Burglary,4900 block of Freeport Blvd,205,pages/view.aspx?publish_date=20120124
12-021927,Robbery,1900 block of Arden Way,1408,pages/view.aspx?publish_date=20120125
12-021599,Casualty,2400 block of North Ave,715,pages/view.aspx?publish_date=20120125
12-021851,Probation Search,4000 block of Taylor St,1250,pages/view.aspx?publish_date=20120125
12-021915,Probation Search,3400 block of Norwood Ave,1351,pages/view.aspx?publish_date=20120125
12-022002,Subject Stop,Fairfield St / Las Palmas Ave,1521,pages/view.aspx?publish_date=20120125
12-022040,Subject Stop,200 block of Eleanor Ave,1554,pages/view.aspx?publish_date=20120125
12-022059,Subject Stop,100 block of Arcade Blvd,1605,pages/view.aspx?publish_date=20120125
12-022189,Subject Stop,Grand Ave & Clay St,1737,pages/view.aspx?publish_date=20120125
12-022111,Threats Report,300 block of Penhow Cir,1633,pages/view.aspx?publish_date=20120125
12-022389,Arrest,3500 block of N Freeway Blvd,2151,pages/view.aspx?publish_date=20120125
12-022324,Shooting,500 block of Macarthur St,2011,pages/view.aspx?publish_date=20120125
12-022346,Shots Fired,Rood Ave / Dry Creek Rd,2035,pages/view.aspx?publish_date=20120125
12-022089,Domestic Violence,2600 block of Connie Dr,1621,pages/view.aspx?publish_date=20120125
12-022539,Sexual Assault,3800 block of Aetna Springs Way,221,pages/view.aspx?publish_date=20120125
12-021904,Shooting,6000 block of 33rd Ave,1342,pages/view.aspx?publish_date=20120125
12-021709,Burglary,3900 block of 35th St,950,pages/view.aspx?publish_date=20120125
12-022568,Burglary,6400 block of Stockton Blvd,335,pages/view.aspx?publish_date=20120125
12-022479,Burglary,3700 block of J St,27,pages/view.aspx?publish_date=20120125
12-021766,Burglary,3800 block of Sea Forest Way,1047,pages/view.aspx?publish_date=20120125
12-021684,Burglary,2600 block of Castro Way,926,pages/view.aspx?publish_date=20120125
12-022293,Warrant Arrest,7000 block of Remo Way,1931,pages/view.aspx?publish_date=20120125
12-022371,Explosive Device,6300 block of Mack Rd,2117,pages/view.aspx?publish_date=20120125
12-022814,Warrant Arrest,700 block of South Ave,1053,pages/view.aspx?publish_date=20120126
12-022988,Probation Search,3200 block of Truxel Rd,1405,pages/view.aspx?publish_date=20120126
12-023114,Traffic Stop,Belden St / Carmelita Ave,1543,pages/view.aspx?publish_date=20120126
12-023449,Probation Search,2600 block of Fairfield St,2039,pages/view.aspx?publish_date=20120126
12-023426,Subject Stop,Del Paso Blvd / Taft St,2010,pages/view.aspx?publish_date=20120126
12-023447,Disturbance,2700 block of Northgate Blvd,2033,pages/view.aspx?publish_date=20120126
12-023222,Warrant Arrest,300 block of W El Camino Ave,1704,pages/view.aspx?publish_date=20120126
12-023729,Robbery,700 block of Arden Way,536,pages/view.aspx?publish_date=20120126
12-023705,Assault,3200 block of Marysville Blvd,348,pages/view.aspx?publish_date=20120126
12-023715,Burglary,800 block of El Camino Ave,438,pages/view.aspx?publish_date=20120126
12-022952,Robbery,900 block of K St,1335,pages/view.aspx?publish_date=20120126
12-023251,Attempt Pick-Up,3900 block of Temple Ave,1726,pages/view.aspx?publish_date=20120126
12-023442,Attempt Pick-Up,2300 block of C St,2030,pages/view.aspx?publish_date=20120126
12-023384,Welfare Check,5800 block Folsom Blvd,1924,pages/view.aspx?publish_date=20120126
12-023649,Suspicious Subject,La Solidad Way / 7th Ave,140,pages/view.aspx?publish_date=20120126
12-023709,Suspicious Subject,100 block of Malone Ct,408,pages/view.aspx?publish_date=20120126
12-022720,Robbery,8100 block of Cosumnes River Blvd,917,pages/view.aspx?publish_date=20120126
12-023332,Missing Person,8000 block of Bruceville Rd,1823,pages/view.aspx?publish_date=20120126
12-023073,Explosive Device,7900 block of Kentwal Dr,1510,pages/view.aspx?publish_date=20120126
12-023482,Shooting,100 block of Highfield Cir,2133,pages/view.aspx?publish_date=20120126
12-023676,Suspicious Vehicle,7200 block of 29th St,238,pages/view.aspx?publish_date=20120126
12-022720,Suspicious Subject,8100 block of Cosumnes River Blvd,917,pages/view.aspx?publish_date=20120126
12-024344,Subject Stop,2100 block of Grand Ave,1659,pages/view.aspx?publish_date=20120127
12-024490,Robbery,2200 block of Northgate Blvd,1958,pages/view.aspx?publish_date=20120127
12-024589,Robbery,1600 block of W El Camino Ave,2151,pages/view.aspx?publish_date=20120127
12-024577,Sexual Assault,3400 block of Smilax Way,2136,pages/view.aspx?publish_date=20120127
12-024374,Stolen Vehicle,1600 block of Arden Way,1728,pages/view.aspx?publish_date=20120127
12-024453,Robbery,900 block of El Camino Ave,1900,pages/view.aspx?publish_date=20120127
12-024518,Disturbance,3100 block of Palmer St,2026,pages/view.aspx?publish_date=20120127
12-024228,Subject Stop,Dixieanne Ave / Empress St,1539,pages/view.aspx?publish_date=20120127
12-024809,Theft,Natomas Blvd / Mabry Dr,519,pages/view.aspx?publish_date=20120127
12-024569,Casualty,3000 block of Torland St,2125,pages/view.aspx?publish_date=20120127
12-024623,Domestic Violence,South Ave / Mahogany St,2232,pages/view.aspx?publish_date=20120127
12-023999,Burglary,5200 block of J St,1214,pages/view.aspx?publish_date=20120127
12-024174,Casualty,1400 block of G St,1500,pages/view.aspx?publish_date=20120127
12-024418,Attempt Pick-Up,4900 block of Mcglashan St,1818,pages/view.aspx?publish_date=20120127
12-024524,Theft,5300 block of Florin Perkins Rd,2029,pages/view.aspx?publish_date=20120127
12-024369,Warrant Service,300 block of Bercut Dr,1724,pages/view.aspx?publish_date=20120127
12-024710,Sexual Assault,900 block of K St,41,pages/view.aspx?publish_date=20120127
12-024801,Burglary,4800 block of J St,442,pages/view.aspx?publish_date=20120127
12-024684,Arson,Fruitridge Rd / Mendocino Blvd,2344,pages/view.aspx?publish_date=20120127
12-024294,Shooting,5800 block of Stubblefield Way,1625,pages/view.aspx?publish_date=20120127
12-024231,Attempt Pick-Up,2100 block of 15th Ave,1535,pages/view.aspx?publish_date=20120127
12-024362,Domestic Violence,4900 block of Mack Rd,1716,pages/view.aspx?publish_date=20120127
12-024477,Assault,Tamoshanter & Florin Rd,1934,pages/view.aspx?publish_date=20120127
12-025030,Suspicious Circumstance,Mabry & Portage,1051,pages/view.aspx?publish_date=20120128
12-025061,Assault,2500 block of New Market Dr,1130,pages/view.aspx?publish_date=20120128
12-025272,Warrant Arrest,3600 block of Presidio St,1439,pages/view.aspx?publish_date=20120128
12-025699,Robbery,Azevedo & W. El Camino,2120,pages/view.aspx?publish_date=20120128
12-025630,Shooting,500 block of Redwood Ave,2011,pages/view.aspx?publish_date=20120128
12-026021,Robbery,2000 block of Marconi Ave,312,pages/view.aspx?publish_date=20120128
12-025269,Missing Person,2600 block of Stockton Blvd,1437,pages/view.aspx?publish_date=20120128
12-025622,Subject Stop,Stockton Blvd / Lemon Hill Ave,2006,pages/view.aspx?publish_date=20120128
12-025380,Domestic Violence,2800 block of U St,1557,pages/view.aspx?publish_date=20120128
12-025802,Ringing Alarm,8100 block of Signal Ct,2252,pages/view.aspx?publish_date=20120128
12-025908,Loud Party,100 block of Mossglen Cir,24,pages/view.aspx?publish_date=20120128
12-025837,Traffic Control,1000 block of 10th St,2315,pages/view.aspx?publish_date=20120128
12-024957,Disturbance,3300 block of 37th Ave,952,pages/view.aspx?publish_date=20120128
12-025112,Casualty,3100 block of Riverside Blvd,1230,pages/view.aspx?publish_date=20120128
12-025368,Shots Fired,8100 block of Center Pkwy,1552,pages/view.aspx?publish_date=20120128
12-025424,Burglary,7800 block of Center Pkwy,1637,pages/view.aspx?publish_date=20120128
12-025679,Domestic Violence,7400 block of Franklin Blvd,2104,pages/view.aspx?publish_date=20120128
12-025682,Stabbing,8100 block of Center Pkwy,2106,pages/view.aspx?publish_date=20120128
12-025431,Sexual Assault Report,5770 Freeport Blvd,1640,pages/view.aspx?publish_date=20120128
12-022900,DUI Check Point Results,24th St / Fruitridge Rd,1221,pages/view.aspx?publish_date=20120128
12-026104,Stolen Vehicle,Dean Rd / Baxter Ave,823,pages/view.aspx?publish_date=20120129
12-026464,Found Property,2100 block of River Plaza Dr,1649,pages/view.aspx?publish_date=20120129
12-026479,Subject Stop,Beaumont St / Eleanor Ave,1700,pages/view.aspx?publish_date=20120129
12-026823,Shooting,1400 block of Nogales St,21,pages/view.aspx?publish_date=20120129
12-026883,Assault,2900 block of Yarwood Way,152,pages/view.aspx?publish_date=20120129
12-026530,Robbery,22nd St/J St,1820,pages/view.aspx?publish_date=20120129
12-026593,Traffic Stop,I 5 Sb / Richards Blvd,1940,pages/view.aspx?publish_date=20120129
12-026216,Brandishing,3400 block of 43rd St,1051,pages/view.aspx?publish_date=20120129
12-026351,Burglary,3800 block of 1st Ave,1404,pages/view.aspx?publish_date=20120129
12-026485,Suspicious Subject,7th St / Capitol Mall,1706,pages/view.aspx?publish_date=20120129
12-026489,Subject Stop,4300 block of Martin Luther King Jr Blvd,1717,pages/view.aspx?publish_date=20120129
12-026572,Traffic Stop,N 16th St / Sproule Ave,1918,pages/view.aspx?publish_date=20120129
12-026583,Subject Stop,14th Ave / 73rd St,1927,pages/view.aspx?publish_date=20120129
12-026600,Accident,15th St / Q St,1953,pages/view.aspx?publish_date=20120129
12-026629,Assault,3400 block of 24th Ave,2036,pages/view.aspx?publish_date=20120129
12-026296,Stolen Vehicle,Meadowview Rd / Amherst St,1304,pages/view.aspx?publish_date=20120129
12-026440,Accident,2500 block of 26th Ave,1610,pages/view.aspx?publish_date=20120129
12-026524,Suspicious Subject,5600 block of Mack Rd,1805,pages/view.aspx?publish_date=20120129
12-026554,Robbery,4100 block of Franklin Blvd,1849,pages/view.aspx?publish_date=20120129
12-026624,Domestic Dispute,7500 block of Sheldon Rd,2027,pages/view.aspx?publish_date=20120129
12-026868,Robbery,1800 block of Broadway,123,pages/view.aspx?publish_date=20120129
12-026905,Subject Stop,Detroit Blvd / Laurie Way,221,pages/view.aspx?publish_date=20120129
12-027009,Robbery,2500 block of Del Paso Blvd,803,pages/view.aspx?publish_date=20120130
12-027518,Domestic Violence,4500 block of Raley Blvd,1938,pages/view.aspx?publish_date=20120130
12-027541,Assault,3100 block of Normington Dr,2015,pages/view.aspx?publish_date=20120130
12-027705,Theft,Natomas Central Dr / Hovnanian Dr,36,pages/view.aspx?publish_date=20120130
12-027771,Attempt Burglary,2200 block of Del Paso Blvd,419,pages/view.aspx?publish_date=20120130
12-027012,Stolen Property,4800 block of 48th St,809,pages/view.aspx?publish_date=20120130
12-027026,Subject Stop,1600 block of P St,843,pages/view.aspx?publish_date=20120130
12-027043,Suspicious Vehicle,2800 block of D St,928,pages/view.aspx?publish_date=20120130
12-027123,Domestic Dispute,1500 block of 24th St,1137,pages/view.aspx?publish_date=20120130
12-027227,Sexual Assault,7100 block of Bandy Rd,1346,pages/view.aspx?publish_date=20120130
12-027313,Graffiti,3000 block of Redding Ave,1551,pages/view.aspx?publish_date=20120130
12-027462,Subject Stop,Broadway / 42nd St,1819,pages/view.aspx?publish_date=20120130
12-027479,Subject Stop,39th St / 4th Ave,1836,pages/view.aspx?publish_date=20120130
12-027741,Burglary,4000 block of Broadway,205,pages/view.aspx?publish_date=20120130
12-027201,Robbery,Mack Rd / Valley Hi Dr,1325,pages/view.aspx?publish_date=20120130
12-027532,Robbery,6600 block of Mack Rd,1957,pages/view.aspx?publish_date=20120130
12-027599,Suspicious Vehicle,2100 block of Oneil Way,2128,pages/view.aspx?publish_date=20120130
12-027659,Robbery,7100 block of Snowy Birch Way,2310,pages/view.aspx?publish_date=20120130
12-027710,Robbery,5500 block of Ehrhardt Ave,41,pages/view.aspx?publish_date=20120130
12-028882,Traffic Stop,3000 block of Academy Way,1058,pages/view.aspx?publish_date=20120201
12-029428,Robbery,Pebblewood/Truxel,2002,pages/view.aspx?publish_date=20120201
12-029434,Welfare Check,2400 block of Northgate Blvd,2026,pages/view.aspx?publish_date=20120201
12-029496,Robbery,Roanoke/Kern St,2207,pages/view.aspx?publish_date=20120201
12-028725,Theft,6700 block of Stockton Blvd,630,pages/view.aspx?publish_date=20120201
12-028777,Attempt Burglary,3200 block of San Jose Way,829,pages/view.aspx?publish_date=20120201
12-029117,Burglary,6000 block of Belleview Ave,1448,pages/view.aspx?publish_date=20120201
12-028393,Warrant Arrest,3800 block of 34th St,1812,pages/view.aspx?publish_date=20120201
12-029369,Shooting,3900 block of 67th St,1855,pages/view.aspx?publish_date=20120201
12-029578,Domestic Violence,1300 block of D St,19,pages/view.aspx?publish_date=20120201
12-029619,Stolen Vehicle,11th Ave / 60th St,141,pages/view.aspx?publish_date=20120201
12-028792,,Scarbourgh Way/Thatcher Cir,855,pages/view.aspx?publish_date=20120201
12-028954,Suspicious Subject,8400 block of Carlin Ave,1217,pages/view.aspx?publish_date=20120201
12-028962,Robbery,7300 block of Durfee Way,1225,pages/view.aspx?publish_date=20120201
12-029050,Robbery,7800 block of Stockton Blvd,1333,pages/view.aspx?publish_date=20120201
12-029216,Assault,7800 block of Grandstaff,1530,pages/view.aspx?publish_date=20120201
12-029386,Robbery,8100 block of Valley Green Dr,1918,pages/view.aspx?publish_date=20120201
12-029636,Traffic Stop,Meadowview Rd / Detroit Blvd,234,pages/view.aspx?publish_date=20120201
12-029588,Traffic Stop,Sutterville Rd / Capri Way,44,pages/view.aspx?publish_date=20120201
12-029772,Traffic Stop,Sonoma Ave/Opal Ave,924,pages/view.aspx?publish_date=20120202
12-029801,Suspicious Circumstance,4300 block of Pell Dr,1000,pages/view.aspx?publish_date=20120202
12-029834,Wanted Subject,600 block of Plaza Ave,1033,pages/view.aspx?publish_date=20120202
12-029911,Sexual Assault,300 block of Arcade Blvd,1154,pages/view.aspx?publish_date=20120202
12-030108,Robbery,3100 block of Rancho Silva Dr,1526,pages/view.aspx?publish_date=20120202
12-030115,Robbery,3400 block of Rancho Rio Way,1534,pages/view.aspx?publish_date=20120202
12-030549,Hit and Run,Terracina Dr / Gateway Park Blvd,2348,pages/view.aspx?publish_date=20120202
12-030653,Auto Burglary,4200 block of Dymic Way,340,pages/view.aspx?publish_date=20120202
12-030236,Traffic Stop,5700 block of 53rd Ave,1729,pages/view.aspx?publish_date=20120202
12-029733,Assault,1300 block of N C St,821,pages/view.aspx?publish_date=20120202
12-030458,Subject Stop,38th St / 16th Ave,2210,pages/view.aspx?publish_date=20120202
12-029937,Wanted Subject,7600 block of Beth St,1221,pages/view.aspx?publish_date=20120202
12-031022,Attempt Pick-Up,4700 block of Dry Creek Rd,1306,pages/view.aspx?publish_date=20120203
12-031011,Search Warrant,1700 block of Kenwood St,1301,pages/view.aspx?publish_date=20120203
12-031408,Subject Stop,Harding Ave / American Ave,1931,pages/view.aspx?publish_date=20120203
12-031412,Subject Stop,Northgate Blvd / Jefferson Ave,1934,pages/view.aspx?publish_date=20120203
12-031425,Burglary,4100 block of Northgate Blvd,1946,pages/view.aspx?publish_date=20120203
